City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,fort bragg,35.139,-79.006,29.390000000000043,76,0,3.09,US,1724983628
292,fauske,67.2588,15.3918,15.260000000000048,84,100,4.52,NO,1724983629
293,labytnangi,66.6572,66.4183,7.840000000000032,74,98,4.77,RU,1724983631
294,fisterra,42.9049,-9.2629,18.58000000000004,83,100,8.79,ES,1724983632
295,peace river,56.2501,-117.286,17.939999999999998,55,93,1.5,CA,1724983633
296,lodja,-3.4833,23.4333,20.870000000000005,93,93,0.78,CD,1724983634
297,quellon,-43.1167,-73.6167,6.0400000000000205,78,5,2.94,CL,1724983635
298,vila velha,-20.3297,-40.2925,18.30000000000001,90,0,1.34,BR,1724983632
299,uturoa,-16.7333,-151.4333,26.5,78,26,4.2,PF,1724983476
300,montepuez,-13.1256,38.9997,20.810000000000002,80,90,2.07,MZ,1724983638
301,baoding,38.8511,115.4903,27.120000000000005,72,7,0.89,CN,1724983639
302,aasiaat,68.7098,-52.8699,0.9300000000000068,93,100,4.15,GL,1724983640
303,talara,-4.5772,-81.2719,17.420000000000016,94,0,8.75,PE,1724983641
304,altoona,40.5187,-78.3947,22.560000000000002,82,24,1.49,US,1724983426
305,istgah-e rah ahan-e garmsar,35.2346,52.3094,25.360000000000014,22,0,2.17,IR,1724983645
306,yatou,37.15,122.3833,27.83000000000004,63,2,2.03,CN,1724983646
307,ghat,24.9647,10.1728,30.600000000000023,23,6,4.88,LY,1724983647
308,mauldin,34.7787,-82.3101,25.420000000000016,86,89,1.86,US,1724983648
309,morehead city,34.7229,-76.726,27.79000000000002,89,100,1.79,US,1724983649
310,semenov,56.7875,44.493,12.04000000000002,82,6,1.84,RU,1724983650
311,hiratacho,35.4333,132.8167,30.30000000000001,72,99,6.56,JP,1724983651
312,moussoro,13.6408,16.4901,24.660000000000025,85,100,4.05,TD,1724983653
313,alaghsas,17.0187,8.0168,31.689999999999998,42,100,3.72,NE,1724983654
314,hotan,37.0997,79.9269,20.980000000000018,65,100,2.97,CN,1724983655
315,taihecun,45.8,130.85,25.29000000000002,66,100,0.61,CN,1724983656
316,nelson bay,-32.7167,152.15,25.80000000000001,39,15,3.93,AU,1724983657
317,williams lake,52.1415,-122.1445,23.650000000000034,36,2,0.78,CA,1724983658
318,dul'durga,50.6761,113.5931,18.650000000000034,42,0,5.55,RU,1724983659
319,buckie,57.6757,-2.9624,12.25,80,94,7.85,GB,1724983660
320,fenoarivo be,-18.4333,46.5667,13.310000000000002,78,3,3.79,MG,1724983661
321,zaozersk,69.4005,32.4476,11.430000000000007,85,100,4.34,RU,1724983662
322,kuqa,41.7278,82.9364,24.08000000000004,22,100,3.35,CN,1724983663
323,drama,41.1544,24.1394,18.600000000000023,77,7,2.6,GR,1724983665
324,corralillo,22.9819,-80.5856,27.350000000000023,85,29,5.59,CU,1724983666
325,farsan,32.2569,50.561,17.110000000000014,27,0,1.68,IR,1724983667
326,olyokminsk,60.3736,120.4264,9.660000000000025,92,99,2.99,RU,1724983668
327,zhanaozen,43.3,52.8,20.100000000000023,32,0,4.49,KZ,1724983669
328,polatli,39.5772,32.1413,19.960000000000036,60,3,2.15,TR,1724983670
329,alice springs,-23.7,133.8833,32.75,15,1,6.17,AU,1724983671
330,timimoun,29.2639,0.231,33.19,32,64,5.25,DZ,1724983672
331,natal,-5.795,-35.2094,24.360000000000014,83,75,5.14,BR,1724983586
332,severoural'sk,60.1533,59.952,8.430000000000007,83,100,1.52,RU,1724983674
333,baneasa,44.0461,26.0642,17.370000000000005,89,26,1.21,RO,1724983675
334,narvik,68.4384,17.4272,17.370000000000005,72,98,4.12,NO,1724983677
335,sao jose da coroa grande,-8.8978,-35.1478,23.879999999999995,78,20,6.58,BR,1724983678
336,dalhart,36.0595,-102.5133,21.379999999999995,82,100,6.17,US,1724983679
337,igarka,67.4667,86.5833,11.770000000000039,98,100,1.92,RU,1724983680
338,baker city,44.7749,-117.8344,25.840000000000032,21,0,1.54,US,1724983622
339,dharmadam,11.7833,75.4333,25.25,86,100,1.03,IN,1724983682
340,vernon,50.2581,-119.2691,24.310000000000002,51,3,0.59,CA,1724983683
341,hammerfest,70.6634,23.6821,14.25,82,41,2.57,NO,1724983684
342,luanda,-8.8368,13.2343,20.950000000000045,88,100,2.59,AO,1724983685
343,polyarnyy,69.1989,33.4478,11.460000000000036,81,100,6.93,RU,1724983687
344,newman,37.3138,-121.0208,32.24000000000001,31,0,2.24,US,1724983689
345,puerto maldonado,-12.6,-69.1833,24.850000000000023,44,7,0.7,PE,1724983690
346,kone,-21.0595,164.8658,28.30000000000001,37,0,1.33,NC,1724983428
347,naze,28.3667,129.4833,30.510000000000048,75,100,4.45,JP,1724983396
348,robertson,36.5167,-86.8667,27.439999999999998,66,30,3.18,US,1724983693
349,seydi,39.4816,62.9137,21.420000000000016,31,0,4.78,TM,1724983694
350,dapa,9.7594,126.0531,28.28000000000003,77,100,1.83,PH,1724983695
351,port shepstone,-30.7414,30.455,14.29000000000002,62,99,3.13,ZA,1724983696
352,veseloyarsk,51.2836,81.1056,18.650000000000034,49,84,5.79,RU,1724983697
353,weno,7.4515,151.8468,31.970000000000027,84,40,3.6,FM,1724983698
354,rio rico,31.4715,-110.9765,22.140000000000043,60,53,1.51,US,1724983699
355,kenora,49.8167,-94.4337,17.100000000000023,82,0,4.92,CA,1724983679
356,udachny,66.4167,112.4,12.310000000000002,49,1,2.87,RU,1724983702
357,formosa do rio preto,-11.0483,-45.1931,22.420000000000016,65,78,3.09,BR,1724983703
358,mwene-ditu,-7.0,23.45,25.100000000000023,44,78,2.16,CD,1724983704
359,sur,22.5667,59.5289,30.110000000000014,60,100,2.31,OM,1724983705
360,mermoz boabab,14.7065,-17.4758,27.360000000000014,82,100,3.1,SN,1724983706
361,talnakh,69.4865,88.3972,11.480000000000018,94,100,2.4,RU,1724983707
362,lokhvytsya,50.3678,33.2602,18.840000000000032,40,12,3.3,UA,1724983708
363,mhamid,29.82,-5.72,31.689999999999998,17,2,3.24,MA,1724983709
364,jayapura,-2.5333,140.7,31.660000000000025,64,100,2.29,ID,1724983710
365,eydhafushi,5.1033,73.0708,28.180000000000007,77,100,5.24,MV,1724983711
366,takoradi,4.8845,-1.7554,22.82000000000005,94,52,3.61,GH,1724983712
367,dunedin,-45.8742,170.5036,13.140000000000043,51,50,4.6,NZ,1724983714
368,vallegrande,-18.4897,-64.1069,11.870000000000005,69,5,3.11,BO,1724983715
369,argostolion,38.1811,20.489,25.410000000000025,45,7,2.44,GR,1724983716
370,kuta,-8.7233,115.1723,27.970000000000027,78,40,2.57,ID,1724983717
371,orbetello,42.4408,11.2196,24.80000000000001,65,0,0.82,IT,1724983718
372,fada,7.25,4.0667,21.53000000000003,99,100,0.75,NG,1724983719
373,red hill,33.9996,-79.2581,26.05000000000001,1,0,3.22,US,1724983720
374,mata-utu,-13.2816,-176.1745,26.920000000000016,79,31,7.94,WF,1724983721
375,pasil,17.3833,121.1333,25.100000000000023,66,60,1.4,PH,1724983722
376,leava,-14.3,-178.1667,26.220000000000027,81,90,7.7,WF,1724983723
377,richlands,37.0932,-81.7937,19.30000000000001,84,0,1.56,US,1724983576
378,chatel-guyon,45.9167,3.0667,17.180000000000007,88,0,0.51,FR,1724983727
379,al mijlad,11.0333,27.7333,25.03000000000003,81,100,2.46,SD,1724983728
380,pisz,53.6274,21.8125,20.660000000000025,82,0,2.34,PL,1724983729
381,kapa'a,22.0752,-159.319,28.180000000000007,75,75,6.17,US,1724983730
382,ubatuba,-23.4339,-45.0711,15.800000000000011,81,0,1.56,BR,1724983731
383,malagon,39.2139,-4.0005,20.939999999999998,63,61,1.87,ES,1724983732
384,gilgit,35.9221,74.3087,18.890000000000043,75,99,1.24,PK,1724983734
385,champerico,14.3,-91.9167,28.99000000000001,75,100,3.92,GT,1724983737
386,kristiansund,63.1115,7.732,12.360000000000014,94,20,2.06,NO,1724983738
387,nar'yan-mar,67.6713,53.087,6.980000000000018,66,100,5.6,RU,1724983607
388,sidney,-33.8679,151.2073,28.58000000000004,32,0,9.77,AU,1724983451
389,solnechnyy,50.7214,136.6319,18.25,98,100,2.25,RU,1724983741
390,mossel bay,-34.1831,22.146,9.520000000000039,74,0,3.24,ZA,1724983742
391,happy valley-goose bay,53.3168,-60.3315,11.010000000000048,66,44,2.81,CA,1724983743
392,ajax,43.8501,-79.0329,17.350000000000023,88,0,0.0,CA,1724983590
393,grand falls-windsor,48.9332,-55.6649,8.060000000000002,90,16,2.98,CA,1724983745
394,medicine hat,50.0501,-110.6683,21.79000000000002,44,2,2.13,CA,1724983747
395,ape,57.5393,26.6929,16.150000000000034,98,92,2.33,LV,1724983748
396,magdagachi,53.45,125.8,17.400000000000034,67,66,2.44,RU,1724983749
397,dogondoutchi,13.6393,4.0287,25.960000000000036,79,100,6.7,NE,1724983750
398,erenhot,43.6475,111.9767,21.689999999999998,52,76,5.73,CN,1724983751
399,aripuana,-9.1667,-60.6333,25.660000000000025,38,5,0.49,BR,1724983752
400,tumaco,1.7986,-78.8156,24.860000000000014,87,54,2.72,CO,1724983593
401,berdigestyakh,62.0989,126.6992,14.240000000000009,40,99,1.95,RU,1724983754
402,tangalle,6.024,80.7911,26.57000000000005,84,100,4.35,LK,1724983755
403,zhangjiajie,29.1294,110.4783,28.660000000000025,74,15,0.93,CN,1724983756
404,viedma,-40.8135,-62.9967,5.400000000000034,62,0,3.93,AR,1724983744
405,castillos,-34.1667,-53.8333,13.010000000000048,91,100,3.69,UY,1724983759
406,palmer,42.1584,-72.3287,17.470000000000027,85,20,0.0,US,1724983590
407,saskatoon,52.1168,-106.6345,21.99000000000001,44,40,3.6,CA,1724983553
408,conception bay south,47.4999,-52.9981,12.629999999999995,79,86,8.84,CA,1724983762
409,kozhikode,11.25,75.7667,23.650000000000034,89,100,1.18,IN,1724983763
410,alofi,-19.0595,-169.9187,24.939999999999998,69,20,6.17,NU,1724983585
411,adam,22.3756,57.5233,30.710000000000036,47,79,2.69,OM,1724983616
412,simanggang,1.2472,111.4528,26.090000000000032,87,96,0.61,MY,1724983766
413,barnard castle,54.5415,-1.919,10.310000000000002,93,0,1.66,GB,1724983767
414,sao romao,40.4012,-7.7146,15.010000000000048,79,3,1.23,PT,1724983768
415,selebi-phikwe,-21.979,27.8498,13.800000000000011,84,100,6.62,BW,1724983769
416,bacalar,18.6667,-88.3833,28.060000000000002,89,75,0.0,MX,1724983770
417,jiangyan,32.5061,120.1428,29.629999999999995,69,0,2.15,CN,1724983772
418,buka,40.8108,69.1986,18.78000000000003,36,0,0.96,UZ,1724983631
419,castlegar,49.2998,-117.6689,21.83000000000004,53,5,1.57,CA,1724983761
420,turabah,21.2141,41.6331,26.590000000000032,42,81,2.96,SA,1724983775
421,nyeri,-0.4201,36.9476,14.129999999999995,93,85,1.79,KE,1724983776
422,aykhal,66.0,111.5,12.0,55,65,4.75,RU,1724983777
423,basco,20.4487,121.9702,29.220000000000027,75,100,0.91,PH,1724983778
424,puerto baquerizo moreno,-0.9,-89.6,19.860000000000014,92,70,6.45,EC,1724983779
425,batticaloa,7.7102,81.6924,27.260000000000048,73,100,1.98,LK,1724983780
426,zhangatas,43.5667,69.75,19.650000000000034,40,0,2.42,KZ,1724983781
427,yungay,-9.1383,-77.7436,16.850000000000023,59,34,1.07,PE,1724983782
428,alva,56.1528,-3.8051,6.7900000000000205,94,13,3.45,GB,1724983783
429,acarau,-2.8856,-40.12,24.920000000000016,82,10,7.3,BR,1724983785
430,dzerzhinskoye,56.8344,95.2283,15.340000000000032,79,6,1.57,RU,1724983786
431,knyaze-volkonskoye,48.4642,135.4567,21.189999999999998,74,100,4.53,RU,1724983787
432,nadym,65.5333,72.5167,7.8799999999999955,78,100,6.84,RU,1724983788
433,cadale,2.7603,46.3222,25.180000000000007,85,61,7.67,SO,1724983789
434,yaren,-0.5472,166.916,28.870000000000005,72,71,7.04,NR,1724983790
435,camapua,-19.5314,-54.0439,25.600000000000023,25,0,4.29,BR,1724983791
436,saldanha,-33.0117,17.9442,7.830000000000041,69,0,5.93,ZA,1724983792
437,kaynarca,41.0308,30.3075,19.32000000000005,86,0,1.82,TR,1724983793
438,dubbo,-32.25,148.6167,23.07000000000005,46,0,9.26,AU,1724983794
439,puerto aysen,-45.4,-72.7,5.2900000000000205,99,100,1.74,CL,1724983523
440,haiku-pauwela,20.9219,-156.3051,28.610000000000014,83,40,9.77,US,1724983798
441,selfoss,63.9331,-20.9971,8.910000000000025,92,95,3.32,IS,1724983799
442,la ronge,55.1001,-105.2842,14.100000000000023,80,37,2.23,CA,1724983800
443,karatau,43.1667,70.4667,19.150000000000034,42,0,1.24,KZ,1724983801
444,kizlyar,43.8469,46.715,23.629999999999995,52,0,8.93,RU,1724983802
445,newnham,-41.3833,147.1333,12.53000000000003,62,75,14.92,AU,1724983803
446,honavar,14.2833,74.45,25.55000000000001,90,100,2.23,IN,1724983804
447,touros,-5.1989,-35.4608,24.02000000000004,77,100,7.44,BR,1724983805
448,taoudenni,22.6783,-3.9836,33.52000000000004,36,35,2.92,ML,1724983806
449,la paz,-16.5,-68.15,8.100000000000023,72,20,3.09,BO,1724983621
450,mount isa,-20.7333,139.5,33.870000000000005,17,95,3.09,AU,1724983809
451,kavaratti,10.5669,72.642,27.129999999999995,84,100,5.75,IN,1724983810
452,iquique,-20.2208,-70.1431,13.939999999999998,77,75,1.11,CL,1724983811
453,lavras da mangabeira,-6.7533,-38.9644,24.920000000000016,41,11,4.64,BR,1724983812
454,lensk,60.7253,114.9278,11.5,92,100,4.08,RU,1724983813
455,senise,40.1471,16.2889,21.390000000000043,74,1,2.43,IT,1724983814
456,ivanivka,46.7208,34.553,21.060000000000002,42,88,4.53,UA,1724983815
457,mogadishu,2.0371,45.3438,24.970000000000027,87,48,6.91,SO,1724983816
458,kailua-kona,19.6406,-155.9956,29.980000000000018,83,40,5.14,US,1724983817
459,barah,13.7,30.3667,25.28000000000003,77,100,2.42,SD,1724983818
460,mwaro,-3.5,29.6667,14.800000000000011,77,14,2.02,BI,1724983819
461,belaya kholunitsa,58.84,50.8528,12.370000000000005,88,100,1.53,RU,1724983821
462,laascaanood,8.4774,47.3597,23.900000000000034,73,57,11.28,SO,1724983822
463,phang nga,8.4509,98.5298,28.180000000000007,80,80,1.64,TH,1724983823
464,hede,33.7681,120.2517,28.810000000000002,65,0,1.39,CN,1724983824
465,as sulayyil,20.4607,45.5779,31.810000000000002,18,22,3.64,SA,1724983825
466,meadow lakes,61.6247,-149.6011,16.25,72,100,0.89,US,1724983826
467,bridgewater,44.3835,-64.5155,13.120000000000005,86,0,1.36,CA,1724983827
468,aioun,16.6614,-9.6149,29.960000000000036,62,100,5.91,MR,1724983828
469,chonchi,-42.6128,-73.8092,4.510000000000048,75,5,0.95,CL,1724983605
470,hirara,24.8,125.2833,29.680000000000007,79,3,6.05,JP,1724983830
471,zhigalovo,54.8097,105.1578,15.28000000000003,79,43,1.07,RU,1724983831
472,kayes,14.0,-11.0,24.900000000000034,89,75,2.57,ML,1724983833
473,xining,36.6167,101.7667,21.939999999999998,71,100,1.72,CN,1724983834
474,mersa matruh,31.3525,27.2453,26.210000000000036,68,77,1.47,EG,1724983835
475,tarko-sale,64.9225,77.785,9.140000000000043,84,71,9.46,RU,1724983836
476,paraiso,9.8383,-83.8656,21.340000000000032,94,97,1.62,CR,1724983837
477,bruck an der leitha,48.0167,16.7667,21.33000000000004,64,20,1.83,AT,1724983838
478,colonia menno,-22.3667,-59.8167,25.910000000000025,28,0,4.61,PY,1724983839
479,usogorsk,63.4106,48.6872,7.6200000000000045,98,15,1.96,RU,1724983840
480,isaka,-3.9,32.9333,21.54000000000002,51,47,3.88,TZ,1724983841
481,bage,-31.3314,-54.1069,13.879999999999995,100,0,3.09,BR,1724983842
482,sao joao da barra,-21.6403,-41.0511,21.480000000000018,77,3,5.92,BR,1724983845
483,betio village,1.358,172.9211,28.870000000000005,72,94,7.05,KI,1724983846
484,akureyri,65.6835,-18.0878,9.960000000000036,66,100,5.09,IS,1724983847
485,island harbour,50.724,-1.2758,12.79000000000002,70,92,2.73,GB,1724983848
486,humaita,-7.5061,-63.0208,26.640000000000043,36,15,1.31,BR,1724983849
487,ciudad lazaro cardenas,17.9583,-102.2,27.870000000000005,79,100,2.5,MX,1724983754
488,boksitogorsk,59.474,33.8485,12.520000000000039,90,11,1.68,RU,1724983851
489,piquete,-22.6136,-45.1761,15.920000000000016,68,1,1.46,BR,1724983687
490,douentza,14.9951,-2.9517,27.100000000000023,73,100,4.32,ML,1724983853
491,avare,-23.0986,-48.9258,18.090000000000032,49,3,2.46,BR,1724983854
492,playa blanca,28.8643,-13.8281,22.060000000000002,76,58,8.82,ES,1724983855
493,richards bay,-28.783,32.0377,13.260000000000048,87,100,4.91,ZA,1724983857
494,mangrol,21.1167,70.1167,27.430000000000007,87,100,11.11,IN,1724983858
495,baruun-urt,46.6806,113.2792,17.410000000000025,45,79,1.89,MN,1724983859
496,susanville,40.4163,-120.653,29.340000000000032,19,0,0.89,US,1724983860
497,ambalangoda,6.2355,80.0538,28.879999999999995,81,100,5.59,LK,1724983861
498,okhotsk,59.3833,143.3,12.730000000000018,87,100,1.53,RU,1724983860
499,chui,-33.6971,-53.4616,13.860000000000014,94,100,5.14,UY,1724983863
500,celestun,20.8667,-90.4,27.910000000000025,82,100,4.47,MX,1724983864
501,west richland,46.3043,-119.3614,28.75,30,0,2.11,US,1724983866
502,magadan,59.5667,150.8,9.310000000000002,93,100,6.25,RU,1724983867
503,san mariano,7.5,126.0,27.840000000000032,75,100,1.71,PH,1724983868
504,brisas de zicatela,15.8369,-97.0419,28.28000000000003,78,99,2.58,MX,1724983870
505,opuwo,-18.0607,13.84,17.82000000000005,25,0,1.91,NA,1724983871
506,cao bang,22.6667,106.25,28.220000000000027,85,83,0.77,VN,1724983872
507,ikovka,55.6089,64.9375,11.629999999999995,85,49,3.23,RU,1724983873
508,rice lake,45.5061,-91.7382,20.180000000000007,90,100,3.6,US,1724983874
509,huaraz,-9.5333,-77.5333,14.200000000000045,62,43,1.01,PE,1724983875
510,chaumont,48.1167,5.1333,17.430000000000007,93,78,2.28,FR,1724983876
511,neryungri,56.6709,124.6491,8.420000000000016,91,100,5.51,RU,1724983877
512,benguela,-12.5763,13.4055,20.510000000000048,83,24,2.35,AO,1724983878
513,willowmore,-33.2926,23.4895,2.3600000000000136,89,0,3.05,ZA,1724983879
514,kolonia,50.9333,6.95,20.25,84,0,2.57,DE,1724983788
515,phan thiet,10.9333,108.1,29.060000000000002,69,59,5.23,VN,1724983882
516,sodra sandby,56.5667,16.6167,15.920000000000016,93,100,2.3,SE,1724983883
517,redencao,-4.2258,-38.7306,21.80000000000001,93,35,0.77,BR,1724983884
518,fort william,56.8165,-5.1121,10.730000000000018,96,98,2.16,GB,1724983885
519,ust-tsilma,65.441,52.1498,7.050000000000011,84,100,2.68,RU,1724983886
520,watertown,42.3709,-71.1828,16.53000000000003,73,0,0.0,US,1724983887
521,kassala,15.451,36.4,24.450000000000045,81,84,0.47,SD,1724983888
522,qujing,25.4833,103.7833,22.660000000000025,67,15,1.49,CN,1724983889
523,yichang,30.7144,111.2847,31.680000000000007,57,0,1.13,CN,1724983890
524,ust'-ilimsk,58.0006,102.6619,16.410000000000025,64,0,1.65,RU,1724983891
525,flekkefjord,58.2971,6.6607,9.950000000000045,93,20,1.51,NO,1724983893
526,port saint john's,-31.6229,29.5448,11.610000000000014,70,4,2.58,ZA,1724983894
527,sanctuary point,-35.1114,150.629,25.0,32,3,5.45,AU,1724983895
528,collingwood,44.4834,-80.2164,17.83000000000004,87,0,4.02,CA,1724983896
529,bol,13.4586,14.7147,25.450000000000045,83,100,7.7,TD,1724983897
530,el granada,37.5027,-122.4694,19.689999999999998,81,100,7.72,US,1724983881
531,beaver dam,43.4578,-88.8373,22.230000000000018,92,0,4.12,US,1724983899
532,vilcun,-38.65,-72.2333,6.390000000000043,79,0,1.58,CL,1724983900
533,taroa,8.7058,171.2275,28.680000000000007,77,27,6.25,MH,1724983901
534,kaa-khem,51.6833,94.7333,13.629999999999995,85,100,1.17,RU,1724983902
535,urengoy,65.9667,78.3667,9.230000000000018,83,74,7.79,RU,1724983708
536,nakhchivan,39.2089,45.4122,22.82000000000005,56,0,5.14,AZ,1724983905
537,isangel,-19.55,169.2667,27.060000000000002,50,75,2.06,VU,1724983906
538,tabou,4.423,-7.3528,23.370000000000005,90,95,3.32,CI,1724983907
539,cuenca,-2.8833,-78.9833,10.689999999999998,85,17,1.21,EC,1724983762
540,broome,42.2506,-75.833,21.29000000000002,91,100,3.09,US,1724983909
541,tamanrasset,22.785,5.5228,27.950000000000045,17,40,6.69,DZ,1724983910
542,el nido,11.1858,119.3956,29.52000000000004,82,100,5.14,PH,1724983911
543,birjand,32.8663,59.2211,11.629999999999995,44,0,4.29,IR,1724983912
544,kupang,-10.1667,123.5833,32.32000000000005,45,20,5.66,ID,1724983718
545,dapchi,12.4904,11.4944,21.77000000000004,91,100,5.37,NG,1724983914
546,spittal an der drau,46.8,13.5,16.02000000000004,92,7,2.14,AT,1724983915
547,nautanwa,27.4333,83.4167,29.340000000000032,74,53,0.51,IN,1724983916
548,guarapari,-20.6667,-40.4975,21.010000000000048,70,52,2.62,BR,1724983918
549,bikenibeu village,1.3673,173.1241,28.78000000000003,72,97,7.09,KI,1724983919
550,laojunmiao,39.8333,97.7333,23.960000000000036,53,92,3.24,CN,1724983920
551,san andres,12.5847,-81.7006,30.010000000000048,74,20,3.6,CO,1724983921
552,myrina,39.8797,25.0742,22.58000000000004,83,20,0.0,GR,1724983922
553,yelizovo,53.1873,158.3805,22.08000000000004,46,0,4.0,RU,1724983923
554,bel ombre,-4.6167,55.4167,25.560000000000002,88,89,11.47,SC,1724983924
555,xai-xai,-25.0519,33.6442,19.939999999999998,74,94,4.69,MZ,1724983926
556,miri,4.4148,114.0089,28.99000000000001,62,100,1.32,MY,1724983929
557,souillac,-20.5167,57.5167,21.420000000000016,64,84,8.02,MU,1724983742
558,banff,51.1762,-115.5698,11.939999999999998,79,0,1.96,CA,1724983931
559,mogocha,53.7333,119.7667,16.400000000000034,60,12,1.72,RU,1724983721
560,huautla de jimenez,18.1315,-96.8409,16.140000000000043,99,78,1.11,MX,1724983933
561,alta,69.9689,23.2717,16.590000000000032,72,20,4.63,NO,1724983934
562,cockburn town,21.4612,-71.1419,28.939999999999998,83,3,9.37,TC,1724983935
563,caleta de carquin,-11.0925,-77.6267,16.25,84,48,6.06,PE,1724983936
564,nago,26.5881,127.9761,30.55000000000001,72,99,4.61,JP,1724983937
565,laramie,41.3114,-105.5911,17.27000000000004,30,0,4.12,US,1724983938
566,pacific grove,36.6177,-121.9166,17.58000000000004,84,100,3.09,US,1724983940
567,sassandra,4.95,-6.0833,22.05000000000001,96,61,2.47,CI,1724983941
568,tralee,52.2704,-9.7026,9.730000000000018,96,15,1.24,IE,1724983942
569,suntar,62.1444,117.6319,12.930000000000007,70,95,1.48,RU,1724983943
570,saint-joseph,-21.3667,55.6167,18.210000000000036,77,48,6.52,RE,1724983944
571,atlantis,-33.5667,18.4834,4.110000000000014,81,3,3.82,ZA,1724983945
572,fort mcmurray,56.7268,-111.381,17.629999999999995,55,8,2.64,CA,1724983946
573,bamboo flat,11.7,92.7167,26.590000000000032,79,100,10.46,IN,1724983947
574,vrontados,38.4089,26.1328,23.120000000000005,73,0,3.25,GR,1724983948
575,ellsworth,44.5434,-68.4195,14.740000000000009,91,0,0.0,US,1724983949
576,ko pha ngan,9.7578,100.0291,25.439999999999998,77,100,4.99,TH,1724983950
577,ketchikan,55.3422,-131.6461,14.260000000000048,77,75,4.63,US,1724983951
578,mamuju,-2.6748,118.8885,26.5,83,100,3.94,ID,1724983953
579,mount gambier,-37.8333,140.7667,14.370000000000005,58,3,7.36,AU,1724983954
580,kingston,17.997,-76.7936,30.53000000000003,79,20,3.09,JM,1724983515
581,horta,38.5333,-28.6333,21.680000000000007,85,99,2.68,PT,1724983956
582,luohe,33.5717,114.0353,29.58000000000004,70,0,2.04,CN,1724983957
583,zherdevka,51.8486,41.4606,18.189999999999998,43,100,3.13,RU,1724983958
584,funafuti,-8.5243,179.1942,32.0,74,20,5.66,TV,1724983959
